,category,viewpoint,color,time,location,weather,accuracy,average_confidence
186,dog,side,gray,day,in a garden,snowing,1.0,0.8637113571166992
187,dog,side,gray,day,in a garden,raining,0.9799999594688416,0.8404299020767212
188,dog,side,gray,day,in a garden,foggy,1.0,0.8419446349143982
189,dog,side,gray,day,in the desert,sunny,0.9199999570846558,0.7914536595344543
190,dog,side,gray,day,in the desert,snowing,0.9399999976158142,0.8140719532966614
191,dog,side,gray,day,in the desert,raining,0.959999978542328,0.79613196849823
192,dog,side,gray,day,in the desert,foggy,0.9399999976158142,0.786302924156189
193,dog,side,gray,day,in the mountains,sunny,0.959999978542328,0.800384521484375
194,dog,side,gray,day,in the mountains,snowing,0.9399999976158142,0.8634232878684998
195,dog,side,gray,day,in the mountains,raining,0.959999978542328,0.8334441781044006
196,dog,side,gray,day,in the mountains,foggy,0.9399999976158142,0.842402458190918
197,dog,side,gray,night,at the beach,snowing,0.959999978542328,0.8385568261146545
198,dog,side,gray,night,at the beach,raining,0.959999978542328,0.8238615393638611
199,dog,side,gray,night,at the beach,foggy,0.959999978542328,0.8141824007034302
200,dog,side,gray,night,in the forest,snowing,0.9399999976158142,0.8055461645126343
201,dog,side,gray,night,in the forest,raining,0.959999978542328,0.8453046083450317
202,dog,side,gray,night,in the forest,foggy,0.9399999976158142,0.7956129312515259
203,dog,side,gray,night,in the city,snowing,0.8999999761581421,0.792042076587677
204,dog,side,gray,night,in the city,raining,0.8399999737739563,0.779974102973938
205,dog,side,gray,night,in the city,foggy,0.959999978542328,0.8234823346138
206,dog,side,gray,night,in a garden,snowing,0.9799999594688416,0.8267297744750977
207,dog,side,gray,night,in a garden,raining,0.9199999570846558,0.8143564462661743
208,dog,side,gray,night,in a garden,foggy,0.9799999594688416,0.8603531718254089
209,dog,side,gray,night,in the desert,snowing,0.9199999570846558,0.8147631883621216
210,dog,side,gray,night,in the desert,raining,0.8799999952316284,0.7779019474983215
211,dog,side,gray,night,in the desert,foggy,0.8399999737739563,0.7944892048835754
212,dog,side,gray,night,in the mountains,snowing,0.7599999904632568,0.7961304783821106
213,dog,side,gray,night,in the mountains,raining,0.8999999761581421,0.7813904881477356
214,dog,side,gray,night,in the mountains,foggy,0.85999995470047,0.8272309899330139
215,dog,side,red,day,at the beach,sunny,0.9799999594688416,0.8831698894500732
216,dog,side,red,day,at the beach,snowing,1.0,0.895824134349823
217,dog,side,red,day,at the beach,raining,0.9199999570846558,0.8750340342521667
218,dog,side,red,day,at the beach,foggy,0.9799999594688416,0.8866915106773376
219,dog,side,red,day,in the forest,sunny,1.0,0.8813244700431824
220,dog,side,red,day,in the forest,snowing,0.9799999594688416,0.8668323159217834
221,dog,side,red,day,in the forest,raining,0.9799999594688416,0.8787972927093506
222,dog,side,red,day,in the forest,foggy,0.9399999976158142,0.8824511766433716
223,dog,side,red,day,in the city,sunny,0.9799999594688416,0.8779733777046204
224,dog,side,red,day,in the city,snowing,0.9799999594688416,0.8578160405158997
225,dog,side,red,day,in the city,raining,0.85999995470047,0.8188925981521606
226,dog,side,red,day,in the city,foggy,0.9399999976158142,0.8600756525993347
227,dog,side,red,day,inside a house,sunny,0.959999978542328,0.8627297878265381
228,dog,side,red,day,in a garden,sunny,1.0,0.8786493539810181
229,dog,side,red,day,in a garden,snowing,1.0,0.8701087832450867
230,dog,side,red,day,in a garden,raining,0.959999978542328,0.8703868389129639
231,dog,side,red,day,in a garden,foggy,0.9799999594688416,0.86043781042099
232,dog,side,red,day,in the desert,sunny,0.9399999976158142,0.8481078147888184
233,dog,side,red,day,in the desert,snowing,0.8999999761581421,0.8672072291374207
234,dog,side,red,day,in the desert,raining,0.959999978542328,0.8272635340690613
235,dog,side,red,day,in the desert,foggy,0.8799999952316284,0.8729687333106995
236,dog,side,red,day,in the mountains,sunny,0.9799999594688416,0.8689095973968506
237,dog,side,red,day,in the mountains,snowing,0.959999978542328,0.8671398162841797
238,dog,side,red,day,in the mountains,raining,0.9799999594688416,0.8424338102340698
239,dog,side,red,day,in the mountains,foggy,0.9799999594688416,0.8762184977531433
240,dog,side,red,night,at the beach,snowing,0.9799999594688416,0.884782075881958
241,dog,side,red,night,at the beach,raining,0.8999999761581421,0.8749393820762634
242,dog,side,red,night,at the beach,foggy,0.7599999904632568,0.8811474442481995
243,dog,side,red,night,in the forest,snowing,0.9199999570846558,0.8484019041061401
244,dog,side,red,night,in the forest,raining,0.5399999618530273,0.8450677990913391
245,dog,side,red,night,in the forest,foggy,0.7999999523162842,0.8659120202064514
246,dog,side,red,night,in the city,snowing,0.9399999976158142,0.8249770998954773
247,dog,side,red,night,in the city,raining,0.6800000071525574,0.804851770401001
248,dog,side,red,night,in the city,foggy,0.8999999761581421,0.836861252784729
249,dog,side,red,night,in a garden,snowing,0.9799999594688416,0.8603605628013611
250,dog,side,red,night,in a garden,raining,0.6599999666213989,0.8504126667976379
251,dog,side,red,night,in a garden,foggy,0.9399999976158142,0.8583976626396179
252,dog,side,red,night,in the desert,snowing,0.8799999952316284,0.8569042086601257
253,dog,side,red,night,in the desert,raining,0.699999988079071,0.8329664468765259
254,dog,side,red,night,in the desert,foggy,0.6800000071525574,0.8297940492630005
255,dog,side,red,night,in the mountains,snowing,0.8399999737739563,0.803738534450531
256,dog,side,red,night,in the mountains,raining,0.4399999976158142,0.8264422416687012
257,dog,side,red,night,in the mountains,foggy,0.6200000047683716,0.8518619537353516
258,dog,side,green,day,at the beach,sunny,0.6800000071525574,0.7348358631134033
259,dog,side,green,day,at the beach,snowing,0.8199999928474426,0.7453469634056091
260,dog,side,green,day,at the beach,raining,0.4599999785423279,0.7450733184814453
261,dog,side,green,day,at the beach,foggy,0.8999999761581421,0.7533892393112183
262,dog,side,green,day,in the forest,sunny,0.7799999713897705,0.7824972867965698
263,dog,side,green,day,in the forest,snowing,0.8999999761581421,0.7751649022102356
264,dog,side,green,day,in the forest,raining,0.7199999690055847,0.7574319243431091
265,dog,side,green,day,in the forest,foggy,0.7199999690055847,0.7535311579704285
266,dog,side,green,day,in the city,sunny,0.7999999523162842,0.7310171127319336
267,dog,side,green,day,in the city,snowing,0.6800000071525574,0.7552029490470886
268,dog,side,green,day,in the city,raining,0.3999999761581421,0.7740189433097839
269,dog,side,green,day,in the city,foggy,0.6599999666213989,0.7337775826454163
270,dog,side,green,day,inside a house,sunny,0.8199999928474426,0.7992272973060608
271,dog,side,green,day,in a garden,sunny,0.8399999737739563,0.8136573433876038
272,dog,side,green,day,in a garden,snowing,0.8399999737739563,0.7606880068778992
273,dog,side,green,day,in a garden,raining,0.6599999666213989,0.8154516220092773
274,dog,side,green,day,in a garden,foggy,0.7599999904632568,0.8173384070396423
275,dog,side,green,day,in the desert,sunny,0.5999999642372131,0.7379998564720154
276,dog,side,green,day,in the desert,snowing,0.7199999690055847,0.7595254182815552
277,dog,side,green,day,in the desert,raining,0.5600000023841858,0.7891988158226013
278,dog,side,green,day,in the desert,foggy,0.5600000023841858,0.7102010250091553
279,dog,side,green,day,in the mountains,sunny,0.8399999737739563,0.7605760097503662
280,dog,side,green,day,in the mountains,snowing,0.8199999928474426,0.778850257396698
281,dog,side,green,day,in the mountains,raining,0.6200000047683716,0.7770479917526245
282,dog,side,green,day,in the mountains,foggy,0.7599999904632568,0.76905357837677
283,dog,side,green,night,at the beach,snowing,0.6200000047683716,0.7784708738327026
284,dog,side,green,night,at the beach,raining,0.3199999928474426,0.8377580642700195
285,dog,side,green,night,at the beach,foggy,0.4399999976158142,0.7664921879768372
286,dog,side,green,night,in the forest,snowing,0.6399999856948853,0.7656324505805969
287,dog,side,green,night,in the forest,raining,0.2199999988079071,0.8327047824859619
288,dog,side,green,night,in the forest,foggy,0.5,0.7915719151496887
289,dog,side,green,night,in the city,snowing,0.4799999892711639,0.7509967088699341
290,dog,side,green,night,in the city,raining,0.1400000005960464,0.838007390499115
291,dog,side,green,night,in the city,foggy,0.5399999618530273,0.7522227168083191
292,dog,side,green,night,in a garden,snowing,0.5,0.760854184627533
293,dog,side,green,night,in a garden,raining,0.1799999922513961,0.8544854521751404
294,dog,side,green,night,in a garden,foggy,0.6599999666213989,0.7804043292999268
295,dog,side,green,night,in the desert,snowing,0.4599999785423279,0.7497713565826416
296,dog,side,green,night,in the desert,raining,0.1599999964237213,0.8815582990646362
297,dog,side,green,night,in the desert,foggy,0.5999999642372131,0.7734386324882507
298,dog,side,green,night,in the mountains,snowing,0.3199999928474426,0.8087957501411438
299,dog,side,green,night,in the mountains,raining,0.1400000005960464,0.8731287717819214
300,dog,side,green,night,in the mountains,foggy,0.5199999809265137,0.7777622938156128
301,dog,side,blue,day,at the beach,sunny,0.9199999570846558,0.7715531587600708
302,dog,side,blue,day,at the beach,snowing,0.959999978542328,0.7971596121788025
303,dog,side,blue,day,at the beach,raining,0.699999988079071,0.7351781129837036
304,dog,side,blue,day,at the beach,foggy,0.8399999737739563,0.777503490447998
305,dog,side,blue,day,in the forest,sunny,0.959999978542328,0.8204512000083923
306,dog,side,blue,day,in the forest,snowing,0.8999999761581421,0.7886931300163269
307,dog,side,blue,day,in the forest,raining,0.7599999904632568,0.7679193019866943
308,dog,side,blue,day,in the forest,foggy,0.8999999761581421,0.7734675407409668
309,dog,side,blue,day,in the city,sunny,0.8799999952316284,0.7836162447929382
310,dog,side,blue,day,in the city,snowing,0.7799999713897705,0.7337364554405212
311,dog,side,blue,day,in the city,raining,0.5,0.7506734132766724
312,dog,side,blue,day,in the city,foggy,0.7400000095367432,0.7280339598655701
313,dog,side,blue,day,inside a house,sunny,0.7400000095367432,0.7592501640319824
314,dog,side,blue,day,in a garden,sunny,0.959999978542328,0.8395029306411743
315,dog,side,blue,day,in a garden,snowing,0.8399999737739563,0.7745459079742432
316,dog,side,blue,day,in a garden,raining,0.6200000047683716,0.7304530143737793
317,dog,side,blue,day,in a garden,foggy,0.9199999570846558,0.7864763736724854
318,dog,side,blue,day,in the desert,sunny,0.699999988079071,0.7423058748245239
319,dog,side,blue,day,in the desert,snowing,0.8999999761581421,0.7811489701271057
320,dog,side,blue,day,in the desert,raining,0.5600000023841858,0.73372483253479
321,dog,side,blue,day,in the desert,foggy,0.6399999856948853,0.72104811668396
322,dog,side,blue,day,in the mountains,sunny,0.7999999523162842,0.7614685893058777
323,dog,side,blue,day,in the mountains,snowing,0.9399999976158142,0.8115810751914978
324,dog,side,blue,day,in the mountains,raining,0.7400000095367432,0.745063304901123
325,dog,side,blue,day,in the mountains,foggy,0.85999995470047,0.7899249196052551
326,dog,side,blue,night,at the beach,snowing,0.7999999523162842,0.7548090815544128
327,dog,side,blue,night,at the beach,raining,0.7199999690055847,0.7587779760360718
328,dog,side,blue,night,at the beach,foggy,0.699999988079071,0.7357003688812256
329,dog,side,blue,night,in the forest,snowing,0.5199999809265137,0.751143753528595
330,dog,side,blue,night,in the forest,raining,0.1799999922513961,0.8092565536499023
331,dog,side,blue,night,in the forest,foggy,0.4599999785423279,0.7717651128768921
332,dog,side,blue,night,in the city,snowing,0.6200000047683716,0.7461333870887756
333,dog,side,blue,night,in the city,raining,0.4199999868869781,0.7685890793800354
334,dog,side,blue,night,in the city,foggy,0.6399999856948853,0.7343674898147583
335,dog,side,blue,night,in a garden,snowing,0.7999999523162842,0.7499287724494934
336,dog,side,blue,night,in a garden,raining,0.2800000011920929,0.7998436093330383
337,dog,side,blue,night,in a garden,foggy,0.7599999904632568,0.7629492878913879
338,dog,side,blue,night,in the desert,snowing,0.6599999666213989,0.7481752038002014
339,dog,side,blue,night,in the desert,raining,0.199999988079071,0.80389004945755
340,dog,side,blue,night,in the desert,foggy,0.6200000047683716,0.7702612280845642
341,dog,side,blue,night,in the mountains,snowing,0.5999999642372131,0.8043639659881592
342,dog,side,blue,night,in the mountains,raining,0.3199999928474426,0.8437579274177551
343,dog,side,blue,night,in the mountains,foggy,0.5399999618530273,0.8046829104423523
344,dog,front,white,day,at the beach,sunny,0.9799999594688416,0.7922652959823608
345,dog,front,white,day,at the beach,snowing,0.9799999594688416,0.8263580203056335
346,dog,front,white,day,at the beach,raining,0.9799999594688416,0.8325383067131042
347,dog,front,white,day,at the beach,foggy,0.9799999594688416,0.8190043568611145
348,dog,front,white,day,in the forest,sunny,0.9199999570846558,0.7794097065925598
349,dog,front,white,day,in the forest,snowing,0.9199999570846558,0.8429819941520691
350,dog,front,white,day,in the forest,raining,0.8799999952316284,0.7898374795913696
351,dog,front,white,day,in the forest,foggy,0.8799999952316284,0.7571725249290466
352,dog,front,white,day,in the city,sunny,0.9799999594688416,0.8008462190628052
353,dog,front,white,day,in the city,snowing,1.0,0.8271865844726562
354,dog,front,white,day,in the city,raining,0.7999999523162842,0.7786453366279602
355,dog,front,white,day,in the city,foggy,0.8799999952316284,0.7678273320198059
356,dog,front,white,day,inside a house,sunny,1.0,0.8665470480918884
357,dog,front,white,day,in a garden,sunny,1.0,0.8504102826118469
358,dog,front,white,day,in a garden,snowing,1.0,0.8476701378822327
359,dog,front,white,day,in a garden,raining,0.9199999570846558,0.8157998323440552
360,dog,front,white,day,in a garden,foggy,0.9799999594688416,0.8062945604324341
361,dog,front,white,day,in the desert,sunny,0.9799999594688416,0.7799528241157532
362,dog,front,white,day,in the desert,snowing,0.85999995470047,0.7966954112052917
363,dog,front,white,day,in the desert,raining,0.959999978542328,0.8015987873077393
364,dog,front,white,day,in the desert,foggy,0.959999978542328,0.8073092699050903
365,dog,front,white,day,in the mountains,sunny,0.9799999594688416,0.7788024544715881
366,dog,front,white,day,in the mountains,snowing,0.9199999570846558,0.844112753868103
367,dog,front,white,day,in the mountains,raining,0.85999995470047,0.7850866317749023
368,dog,front,white,day,in the mountains,foggy,0.9199999570846558,0.7657806277275085
369,dog,front,white,night,at the beach,snowing,0.8399999737739563,0.7660113573074341
370,dog,front,white,night,at the beach,raining,0.8199999928474426,0.7594496607780457
371,dog,front,white,night,at the beach,foggy,0.9199999570846558,0.7713227868080139
372,dog,front,white,night,in the forest,snowing,0.8199999928474426,0.7985168099403381
373,dog,front,white,night,in the forest,raining,0.9199999570846558,0.7522329688072205
374,dog,front,white,night,in the forest,foggy,0.7799999713897705,0.7538164258003235
